Time (s) 1#1,Angle (rad) 1#1,Time (s) 1A#1,Angle (rad) 1A#1,Time (s) 1A#2,Angle (rad) 1A#2,Time (s) 1B#1,Angle (rad) 1B#1,Time (s) 1B#2,Angle (rad) 1B#2,Time (s) 1C#1,Angle (rad) 1C#1,Time (s) 1AB#1,Angle (rad) 1AB#1,Time (s) 1AB#2,Angle (rad) 1AB#2,Time (s) 1AC#1,Angle (rad) 1AC#1,Time (s) 1BC#1,Angle (rad) 1BC#1,Time (s) 1ABC#1,Angle (rad) 1ABC#1,Time (s) 1ABC#2,Angle (rad) 1ABC#2,Time (s) 2#1,Angle (rad) 2#1,Time (s) 2A#1,Angle (rad) 2A#1,Time (s) 2B#1,Angle (rad) 2B#1,Time (s) 2C#1,Angle (rad) 2C#1,Time (s) 2C#2,Angle (rad) 2C#2,Time (s) 2AB#1,Angle (rad) 2AB#1,Time (s) 2AC#1,Angle (rad) 2AC#1,Time (s) 2BC#1,Angle (rad) 2BC#1,Time (s) 2ABC#1,Angle (rad) 2ABC#1,Time (s) 3#1,Angle (rad) 3#1,Time (s) 3A#1,Angle (rad) 3A#1,Time (s) 3B#1,Angle (rad) 3B#1,Time (s) 3C#1,Angle (rad) 3C#1,Time (s) 3AB#1,Angle (rad) 3AB#1,Time (s) 3AB#2,Angle (rad) 3AB#2,Time (s) 3AC#1,Angle (rad) 3AC#1,Time (s) 3BC#1,Angle (rad) 3BC#1,Time (s) 3BC#2,Angle (rad) 3BC#2,Time (s) 3ABC#1,Angle (rad) 3ABC#1,Time (s) 4#1,Angle (rad) 4#1,Time (s) 4A#1,Angle (rad) 4A#1,Time (s) 4B#1,Angle (rad) 4B#1,Time (s) 4C#1,Angle (rad) 4C#1,Time (s) 4AB#1,Angle (rad) 4AB#1,Time (s) 4AC#1,Angle (rad) 4AC#1,Time (s) 4BC#1,Angle (rad) 4BC#1,Time (s) 4BC#2,Angle (rad) 4BC#2,Time (s) 4ABC#1,Angle (rad) 4ABC#1
,,,,,,,,,,,,,,,,,,,,,,,,15.5705,0.811,23.6595,0.278,18.605,0.195,19.7005,0.338,20.2325,0.397,28.9175,0.327,25.0125,0.331,24.177,0.22,31.141999999999996,0.254,11.604999999999999,0.43,15.922,0.22,12.695,0.188,12.4795,0.267,22.226,0.264,16.9875,0.298,17.743,0.325,14.2845,0.276,15.4555,0.221,21.0945,0.324,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.774000000000001,0.782,24.022,0.269,18.9025,0.188,19.988999999999997,0.295,20.522499999999997,0.364,29.3455,0.314,25.431500000000003,0.322,24.5425,0.206,31.613500000000002,0.234,11.723500000000001,0.427,16.1325,0.218,12.870500000000002,0.188,12.647,0.265,22.4735,0.262,17.235,0.292,17.985,0.322,14.495500000000002,0.272,15.6665,0.22,21.37,0.317,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15.98,0.771,24.3815,0.259,19.204,0.178,20.273500000000002,0.319,20.807,0.371,29.7705,0.298,25.8455,0.303,24.904999999999998,0.19,32.091,0.215,11.842,0.423,16.3435,0.217,13.045,0.184,12.8135,0.261,22.722,0.254,17.482499999999998,0.289,18.227,0.317,14.706,0.269,15.876999999999999,0.212,21.644,0.311,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.1835,0.745,24.7445,0.251,19.5015,0.171,20.561999999999998,0.276,21.096,0.338,30.198,0.286,26.2655,0.295,25.272000000000002,0.178,32.5595,0.193,11.959999999999999,0.419,16.553,0.214,13.221,0.185,12.9805,0.259,22.9695,0.253,17.730500000000003,0.284,18.469,0.313,14.917499999999999,0.264,16.088,0.21,21.9195,0.305,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.389,0.735,25.1035,0.242,19.803,0.162,20.847,0.3,21.3815,0.347,30.623,0.272,26.679000000000002,0.276,25.6345,0.163,33.038000000000004,0.176,12.0785,0.415,16.7635,0.212,13.3955,0.181,13.147,0.254,23.218,0.245,17.9785,0.281,18.7115,0.309,15.1285,0.262,16.299500000000002,0.204,22.1935,0.298,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.5925,0.708,25.4655,0.232,20.1005,0.156,21.1345,0.258,21.6695,0.313,31.051000000000002,0.259,27.098999999999997,0.269,26.002000000000002,0.151,33.5085,0.156,12.1975,0.413,16.974500000000003,0.21,13.5705,0.181,13.314000000000002,0.253,23.465,0.243,18.2255,0.275,18.952499999999997,0.305,15.3395,0.256,16.5095,0.201,22.468,0.292,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16.7985,0.701,25.825000000000003,0.225,20.401,0.145,21.4195,0.283,21.955,0.324,31.476499999999998,0.247,27.5135,0.251,26.3645,0.137,33.988,0.138,12.316,0.408,17.185,0.209,13.7455,0.178,13.480500000000001,0.248,23.713,0.234,18.4725,0.272,19.194,0.3,15.5505,0.254,16.7205,0.195,22.742,0.286,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.002,0.675,26.188,0.217,20.6985,0.138,21.706999999999997,0.24,22.2445,0.291,31.904,0.234,27.934,0.243,26.7305,0.124,34.4585,0.118,12.434000000000001,0.405,17.395,0.206,13.920499999999999,0.178,13.647499999999999,0.247,23.961000000000002,0.234,18.721,0.267,19.436,0.297,15.7615,0.25,16.931,0.193,23.017,0.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.2075,0.669,26.544999999999998,0.207,20.999,0.129,21.991500000000002,0.265,22.5295,0.302,32.328,0.221,28.348,0.226,27.092,0.11,34.938500000000005,0.101,12.5525,0.401,17.605,0.204,14.096,0.174,13.8145,0.242,24.208,0.225,18.968500000000002,0.264,19.6785,0.294,15.972000000000001,0.247,17.143,0.187,23.290499999999998,0.273,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.411,0.646,26.906499999999998,0.199,21.296,0.123,22.279,0.223,22.819000000000003,0.269,32.757,0.21,28.768,0.218,27.460499999999996,0.097,35.4065,0.08,12.671,0.399,17.816,0.203,14.270999999999999,0.174,13.981,0.24,24.456,0.225,19.216,0.259,19.919999999999998,0.289,16.1835,0.242,17.353,0.185,23.5655,0.269,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.616,0.639,27.265,0.192,21.5965,0.113,22.563000000000002,0.248,23.1045,0.281,33.181000000000004,0.198,29.182,0.203,27.822499999999998,0.085,35.8835,0.063,12.7895,0.394,18.026,0.201,14.446000000000002,0.171,14.148,0.237,24.7045,0.217,19.4635,0.256,20.1615,0.286,16.394,0.24,17.5645,0.179,23.839,0.262,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17.82,0.617,27.6265,0.184,21.892,0.107,22.8505,0.206,23.3935,0.248,33.6105,0.187,29.6035,0.196,28.189000000000004,0.072,36.3535,0.044,12.907499999999999,0.391,18.237000000000002,0.199,14.6215,0.171,14.315,0.236,24.9505,0.215,19.7115,0.251,20.403499999999998,0.283,16.6055,0.236,17.775000000000002,0.178,24.115,0.258,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18.025,0.613,27.9845,0.176,22.191999999999997,0.097,23.135,0.232,23.6795,0.262,34.034000000000006,0.176,30.016000000000002,0.181,28.548000000000002,0.06,36.8255,0.027,13.026,0.386,18.447,0.196,14.796,0.167,14.4815,0.231,25.1985,0.207,19.959,0.248,20.645,0.278,16.8165,0.234,17.9865,0.171,24.388,0.251,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18.229000000000003,0.592,28.346,0.168,22.488,0.093,23.422,0.188,23.968500000000002,0.229,34.462,0.165,30.436,0.173,28.910999999999998,0.049,37.2725,0.009,13.145,0.385,18.6575,0.195,14.9705,0.167,14.647999999999998,0.229,25.4455,0.206,20.206500000000002,0.243,20.887,0.275,17.0285,0.229,18.197,0.17,24.662499999999998,0.247,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18.434,0.587,28.704,0.162,22.786,0.082,23.7065,0.215,24.2545,0.243,34.8845,0.154,30.85,0.159,29.2655,0.036,48.815999999999995,0.003,13.263,0.38,18.868,0.193,15.1455,0.163,14.8155,0.226,25.694,0.198,20.454,0.24,21.1285,0.272,17.2375,0.226,18.4085,0.163,24.937,0.242,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18.6375,0.567,29.065,0.154,23.082,0.077,23.994,0.173,24.543,0.21,35.313,0.145,31.2715,0.152,29.625999999999998,0.025,49.2345,0.061,13.381499999999999,0.379,19.0785,0.192,15.321,0.163,14.982,0.225,25.940499999999997,0.196,20.701999999999998,0.236,21.371,0.269,17.449,0.221,18.6185,0.162,25.211000000000002,0.236,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18.8425,0.564,29.4225,0.148,23.38,0.068,24.2775,0.199,24.828000000000003,0.225,35.7345,0.134,31.6835,0.138,29.9775,0.011,49.422,0.047,13.5,0.374,19.2885,0.19,15.496,0.16,15.149000000000001,0.22,26.189000000000004,0.188,20.948999999999998,0.232,21.6125,0.265,17.6595,0.22,18.830000000000002,0.156,25.485,0.231,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.0465,0.545,29.782500000000002,0.14,23.6755,0.063,24.565,0.157,25.116500000000002,0.192,36.1625,0.124,32.102000000000004,0.13,32.004000000000005,0.003,49.61,0.058,13.618500000000001,0.372,19.499,0.188,15.6705,0.16,15.3155,0.218,26.436,0.188,21.1975,0.228,21.8545,0.262,17.8705,0.215,19.0405,0.154,25.759999999999998,0.226,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.251,0.542,30.139999999999997,0.134,23.974,0.053,24.849,0.184,25.402,0.207,36.584,0.113,32.515,0.118,,,49.818,0.052,13.737,0.368,19.7095,0.187,15.846,0.157,15.4825,0.215,26.684,0.181,21.4445,0.225,22.096,0.259,18.081,0.214,19.2525,0.149,26.032999999999998,0.221,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.4545,0.523,30.4995,0.126,24.269000000000002,0.049,25.1365,0.141,25.6925,0.176,37.013,0.104,32.936,0.112,,,50.190999999999995,0.044,13.8555,0.366,19.919999999999998,0.185,16.021,0.157,15.649000000000001,0.214,26.931,0.179,21.692,0.22,22.337999999999997,0.256,18.2925,0.209,19.463,0.148,26.308,0.217,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.659499999999998,0.522,30.858,0.121,24.566499999999998,0.039,25.419999999999998,0.168,25.9765,0.19,37.435,0.094,33.3485,0.099,,,50.544999999999995,0.024,13.974,0.361,20.1295,0.182,16.196,0.154,15.8155,0.209,27.18,0.173,21.939,0.217,22.5795,0.253,18.503,0.207,19.674,0.141,26.5815,0.212,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19.863,0.503,31.215500000000002,0.113,24.860500000000002,0.035,25.7075,0.126,26.265,0.159,37.8635,0.085,33.7675,0.091,,,50.9005,0.016,14.0925,0.36,20.34,0.181,16.371,0.154,15.982999999999999,0.209,27.426000000000002,0.171,22.1875,0.214,22.8215,0.25,18.714,0.203,19.8855,0.141,26.8565,0.207,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.067999999999998,0.501,31.571499999999997,0.107,25.1575,0.025,25.991999999999997,0.154,26.551000000000002,0.174,38.2855,0.075,34.18,0.079,,,51.060500000000005,0.027,14.210500000000001,0.355,20.55,0.179,16.546,0.151,16.149,0.204,27.674500000000002,0.163,22.435,0.21,23.063000000000002,0.247,18.9245,0.201,20.096500000000002,0.135,27.129500000000004,0.203,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.2715,0.484,31.931,0.101,25.4525,0.022,26.279500000000002,0.112,26.8405,0.143,38.714999999999996,0.066,34.604,0.074,,,51.263,0.068,14.328999999999999,0.353,20.7605,0.178,16.721,0.151,16.3155,0.203,27.9215,0.163,22.6825,0.206,23.304499999999997,0.243,19.1355,0.196,20.307,0.134,27.4045,0.198,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.476,0.482,32.287,0.094,25.742500000000003,0.011,26.5615,0.138,27.1255,0.159,39.137,0.058,35.0135,0.06,,,,,14.447000000000001,0.349,20.970499999999998,0.176,16.8965,0.148,16.483,0.199,28.1695,0.156,22.929000000000002,0.203,23.5465,0.24,19.346500000000002,0.195,20.5185,0.127,27.678,0.195,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.679499999999997,0.465,32.645500000000006,0.088,26.032,0.008,26.8485,0.096,27.4155,0.127,39.56549999999999,0.049,35.4355,0.055,,,,,14.5655,0.347,21.180999999999997,0.174,17.071,0.148,16.649,0.198,28.417,0.156,23.177500000000002,0.198,23.7885,0.237,19.557499999999997,0.19,20.729000000000003,0.127,27.953500000000002,0.19,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,20.8845,0.465,33.0025,0.083,34.286,0.002,27.131,0.124,27.700499999999998,0.143,39.986000000000004,0.041,35.8465,0.042,,,,,14.684,0.344,21.391499999999997,0.173,17.2465,0.145,16.8165,0.195,28.665,0.148,23.4255,0.196,24.0295,0.234,19.7685,0.19,20.9405,0.121,28.226,0.185,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.088,0.448,33.359,0.075,41.061,0.002,27.4175,0.082,27.990000000000002,0.112,40.412,0.031,36.261,0.036,,,,,14.802000000000001,0.341,21.602,0.171,17.421,0.145,16.9825,0.193,28.9115,0.146,23.673000000000002,0.192,24.272499999999997,0.232,19.9795,0.185,21.1515,0.121,28.500999999999998,0.181,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.2925,0.448,33.7155,0.071,41.1915,0.061,27.7,0.11,28.2755,0.127,40.829,0.024,36.664,0.024,,,,,14.920499999999999,0.338,21.8125,0.17,17.5965,0.141,17.1495,0.188,29.16,0.14,23.919999999999998,0.188,24.514,0.229,20.19,0.184,21.3625,0.115,28.774,0.178,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.4955,0.43,34.073,0.064,41.435,0.02,27.986,0.068,28.563999999999997,0.096,41.250499999999995,0.016,37.0655,0.019,,,,,15.038999999999998,0.336,22.022,0.168,17.7715,0.141,17.316,0.188,29.406499999999998,0.138,24.168,0.184,24.755,0.226,20.401,0.179,21.573,0.115,29.049,0.173,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.7005,0.43,34.429,0.06,,,28.269499999999997,0.096,28.849999999999998,0.113,41.656,0.009,37.458999999999996,0.008,,,,,15.157499999999999,0.333,22.233,0.167,17.9465,0.138,17.483,0.184,29.6555,0.132,24.416,0.182,24.9965,0.223,20.6125,0.179,21.7845,0.108,29.3225,0.17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,21.904,0.415,34.784,0.052,,,28.555,0.053,29.139499999999998,0.082,42.037,0.003,37.8375,0.005,,,,,15.2755,0.33,22.443,0.165,18.1215,0.138,17.649,0.182,29.901999999999997,0.13,24.6635,0.178,25.237499999999997,0.22,20.8235,0.174,21.994999999999997,0.108,29.597,0.165,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,22.109,0.415,35.141999999999996,0.049,,,28.837,0.082,29.424999999999997,0.099,,,,,,,,,15.394,0.327,22.653,0.163,18.2965,0.135,17.816,0.179,30.1505,0.124,24.91,0.174,25.480000000000004,0.218,21.0335,0.173,22.206500000000002,0.102,29.8705,0.162,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,22.3115,0.397,35.495,0.041,,,29.1235,0.039,29.7125,0.068,,,,,,,,,15.512500000000001,0.325,22.863,0.162,18.471999999999998,0.135,17.982499999999998,0.178,30.397499999999997,0.123,25.159000000000002,0.171,25.7215,0.215,21.245,0.168,22.417,0.102,30.147,0.159,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,22.516499999999997,0.399,35.8495,0.036,,,29.406499999999998,0.069,29.997,0.085,,,,,,,,,15.6305,0.322,23.073999999999998,0.16,18.647000000000002,0.132,18.1495,0.174,30.646,0.116,25.4055,0.168,25.9625,0.212,21.456,0.168,22.6285,0.097,30.419000000000004,0.156,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,22.7195,0.383,36.2025,0.03,,,29.6915,0.027,30.284000000000002,0.053,,,,,,,,,15.749,0.32,23.284,0.159,18.822,0.132,18.315500000000004,0.173,30.8925,0.115,25.653,0.163,26.205,0.21,21.6665,0.163,22.839,0.097,30.694,0.151,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,22.9235,0.383,36.5605,0.027,,,29.975,0.057,30.567500000000003,0.071,,,,,,,,,15.8675,0.316,23.4945,0.157,18.997,0.129,18.483,0.17,31.141,0.108,25.9015,0.162,26.4465,0.207,21.877,0.162,23.05,0.091,30.9665,0.148,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,23.1265,0.368,36.909,0.019,,,30.26,0.014,30.855500000000003,0.041,,,,,,,,,15.985999999999999,0.316,23.7045,0.156,19.1715,0.129,18.649,0.168,31.3875,0.107,26.1485,0.157,26.6875,0.204,22.0885,0.157,23.261,0.091,31.241,0.143,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,23.331,0.368,37.2605,0.016,,,30.541500000000003,0.044,31.137999999999998,0.058,,,,,,,,,16.104000000000003,0.311,23.9145,0.154,19.3475,0.126,18.816,0.165,31.6365,0.101,26.3955,0.154,26.9295,0.203,22.2995,0.157,23.473,0.086,31.515,0.141,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,23.534499999999998,0.353,37.61,0.009,,,30.823999999999998,0.002,31.423000000000002,0.027,,,,,,,,,16.2225,0.309,24.125,0.152,19.5215,0.126,18.982,0.163,31.884,0.101,26.644,0.151,27.171000000000003,0.199,22.5105,0.152,23.6835,0.086,31.789499999999997,0.137,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,23.738500000000002,0.353,37.956,0.006,,,31.1035,0.031,31.705000000000002,0.044,,,,,,,,,16.341,0.306,24.335,0.151,19.697,0.123,19.149,0.16,32.131,0.093,26.891,0.148,27.413,0.198,22.7215,0.152,23.894499999999997,0.08,32.0635,0.135,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,23.9415,0.339,,,,,31.6445,0.022,31.991999999999997,0.014,,,,,,,,,16.459,0.305,24.5455,0.149,19.871999999999996,0.123,19.3155,0.159,32.3785,0.093,27.139000000000003,0.145,27.6545,0.195,22.9325,0.148,24.105,0.08,32.3375,0.13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,24.1465,0.341,,,,,,,32.2695,0.031,,,,,,,,,16.5775,0.302,24.7555,0.148,20.0475,0.119,19.482,0.156,32.627,0.086,27.386499999999998,0.141,27.896499999999996,0.193,23.142500000000002,0.146,24.3165,0.075,32.61,0.127,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,24.3485,0.325,,,,,,,32.5525,0.002,,,,,,,,,16.696,0.3,24.965500000000002,0.146,20.221999999999998,0.119,19.6485,0.154,32.872499999999995,0.085,27.634500000000003,0.138,28.137500000000003,0.19,23.3545,0.143,24.5275,0.075,32.885999999999996,0.124,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,24.553,0.327,,,,,,,32.8255,0.019,,,,,,,,,16.814,0.297,25.176000000000002,0.145,20.3975,0.116,19.816,0.151,33.121,0.079,27.881500000000003,0.135,28.3795,0.188,23.565,0.141,24.738000000000003,0.069,33.1585,0.121,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,24.7555,0.313,,,,,,,38.0065,0.013,,,,,,,,,16.932,0.295,25.3855,0.143,20.572,0.116,19.982000000000003,0.149,33.368500000000004,0.079,28.1305,0.132,28.621,0.185,23.777,0.138,24.9495,0.071,33.4325,0.116,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,24.959500000000002,0.314,,,,,,,,,,,,,,,,,17.051,0.292,25.596,0.141,20.746999999999996,0.113,20.149,0.146,33.6155,0.071,28.377,0.129,28.8625,0.184,23.987,0.137,25.16,0.064,33.706,0.115,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,25.162,0.298,,,,,,,,,,,,,,,,,17.169,0.291,25.8075,0.141,20.9225,0.113,20.315,0.145,33.862,0.071,28.6255,0.126,29.104,0.181,24.1985,0.132,25.3735,0.066,33.9815,0.112,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,25.366999999999997,0.302,,,,,,,,,,,,,,,,,17.2875,0.287,26.016000000000002,0.138,21.096,0.108,20.482,0.141,34.11,0.064,28.872500000000002,0.123,29.346,0.179,24.409499999999998,0.132,25.581999999999997,0.06,34.253499999999995,0.108,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,25.5685,0.286,,,,,,,,,,,,,,,,,17.406000000000002,0.287,26.227500000000003,0.138,21.2715,0.108,20.648500000000002,0.14,34.356,0.063,29.121,0.119,29.5885,0.178,24.620499999999996,0.127,25.793,0.06,34.5285,0.105,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,25.773,0.289,,,,,,,,,,,,,,,,,17.524,0.284,26.4375,0.137,21.4465,0.105,20.815,0.137,34.604000000000006,0.057,29.367500000000003,0.116,29.829,0.174,24.8315,0.127,26.003500000000003,0.055,34.803,0.104,,,,,,,,,,,,,,,,,,
